,Type,Activity,Sex ,Age,Injury,Fatal (Y/N),Species ,Injuries,Species,Arms,Legs,Chest,Thighs,Hands,Heads,Feet,Fingers,Necks,Backs,Shoulders,Toes
3786,Unprovoked,,M,26,Facial lacerations,N,,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
3788,Invalid,"Overcome by CO fumes, fell overboard from 36' fishing cruiser & prop slashed arm",F,43,Drowned due to CO2 poisoning - Post Mortem scavanging by blue shark,,Shark involvement prior to death was not confirmed,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
3789,Unprovoked,Sitting in shallows,M,1,"FATAL, body not recovered",Y,,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
3790,Unprovoked,Spearfishing,M,24,Left thigh & hand & speargun bitten,N," Blacktip shark, C. maculipinnis. 1.9 m to 2.1 m [6.5' to 7'] ",Injured,Regular Shark,False,False,False,True,True,False,False,False,False,False,False,False
3791,Unprovoked,Swimming,M,20,"Left arm severely bitten, surgically amputated",N,,Injured,Regular Shark,True,False,False,False,False,False,False,False,False,False,False,False
3792,Unprovoked,"When  a deckhand  jumped overboard, McIver dived after him with a rescue line.",M,29,"FATAL, he died within minutes of being hauled back onboard the Stirling Castle",Y,,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,True,False,False
3793,Unprovoked,Spearfishing with Scuba gear,M,28,"FATAL, multiple injuries to both legs  ",Y,White shark,Injured,White Shark,False,True,False,False,False,False,False,False,False,False,False,False
3794,Provoked,Fishing,M,,"Details unknown, possibly a PROVOKED INCIDENT",UNKNOWN,2.5 m [8.25'] shark,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
3796,Provoked,Fishing,M,49,Posterior lower left leg lacerated by netted shark PROVOKED INCIDENT,N,"""A long thin brown-colored shark""",Injured,Regular Shark,False,True,False,False,False,False,False,False,False,False,False,False
3797,Provoked,Diving for abalone,M,39,"Struck shark with abalone bar to scare it away from abalone, but shark bit his shoulder  PROVOKED INCIDENT",N,"Horn shar,k Heterodontus francisci, 1.2 m [4'] ",Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,True,False
3800,Unprovoked,Surf fishing in waist-deep water,M,40,"FATAL, lower right leg bitten",Y,Unknown,Injured,Regular Shark,False,True,False,False,False,False,False,False,False,False,False,False
3801,Unprovoked,Standing,M,24,Left thigh & hand bitten,N,1.8 m [6'] shark,Injured,Regular Shark,False,False,False,True,True,False,False,False,False,False,False,False
3802,Unprovoked,Spearfishing,M,(adult),"FATAL, right thigh severely bitten, right ankle lacerated ",Y,,Injured,Regular Shark,False,False,False,True,False,False,False,False,False,False,False,False
3804,Unprovoked,Beach seine netting,M,23,Ankle bitten,N,3.5 m shark,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
3805,Unprovoked,Standing,M,21,Lacerations on left foot & hand,N,1.8 m to 2.4 m [6' to 8'] shark,Injured,Regular Shark,False,False,False,False,True,False,True,False,False,False,False,False
3806,Provoked,Finning the shark,M,20,Right calf lacerated by boated shark PROVOKED INCIDENT,N,"2 m [6'9""] shark",Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
3807,Provoked,Fishing for albacore,M,19,"2 lacerations on left hand by hooked shark, PROVOKED INCIDENT",N,Blue shark,Injured,Regular Shark,False,False,False,False,True,False,False,False,False,False,False,False
3808,Unprovoked,Playing in surf with his child  (9),M,41,"Cuts on fingers, hand & wrist",N,,Injured,Regular Shark,False,False,False,False,True,False,False,True,False,False,False,False
3809,Unprovoked,Dived from inner-tube,M,13,Laceration on hand,N,,Injured,Regular Shark,False,False,False,False,True,False,False,False,False,False,False,False
3811,Invalid,U.S. Airforce crewman reported missing after bailing out of jet,M,,FATAL,,Shark involvement not confirmed,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
3813,Unprovoked,Rolled off raft,M,11,"8"" laceration on left calf",N,1.8 m [6'] shark,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
3814,Unprovoked,Escaping from Alacatraz,M,31,2 toes bitten off ,N,,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,True
3815,Unprovoked,Escaping from Alacatraz,M,32,"FATAL, but shark involvement uncomfirmed. Death may have been due to drowning.",Y,,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
3816,Unprovoked,Escaping from Alacatraz,M,35,"FATAL, but shark involvement uncomfirmed. Death may have been due to drowning.",Y,,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
3817,Unprovoked,Washing,M,,"FATAL, chest & leg bitten ",Y,Possibly a bronze whaler shark,Injured,Regular Shark,False,True,True,False,False,False,False,False,False,False,False,False
3818,Unprovoked,Standing,M,13,Thigh bitten,N,,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
3820,Provoked,"Scuba diving, attempting to catch a captive shark",M,55,Right forearm bitten PROVOKED INCIDENT,N," Sevengill  shark, 1.2 m [4'] ",Injured,Regular Shark,True,False,False,False,False,False,False,False,False,False,False,False
3821,Unprovoked,Free diving,M,31,Left foot bitten,N,,Injured,Regular Shark,False,False,False,False,False,False,True,False,False,False,False,False
3822,Unprovoked,,M,17,Bitten on leg or ankle,N,,Injured,Regular Shark,False,True,False,False,False,False,False,False,False,False,False,False
3823,Sea Disaster,25-foot cabin cruiser Happy Jack sank in heavy seas,,,Bodies of 5 of the 6 men on board were bitten by by sharks. Sharks may have contributed to the death of some of them.,Y,,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
3826,Unprovoked,Swimming,M,16,"Leg bitten, surgically amputated at knee",N,,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
3827,Unprovoked,Wading,M,13,Left ankle & foot bitten,N,"Zambesi shark, 1.2 m [4'] ",Injured,Regular Shark,False,False,False,False,False,False,True,False,False,False,False,False
3828,Provoked,Fishing,,,Hooked shark bit boat PROVOKED INCIDENT,N,4.9 m [16']shark,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
3829,Provoked,,M,,Left foot bitten by hooked shark PROVOKED INCIDENT,N,1.8 m [6'] shark ,Injured,Regular Shark,False,False,False,False,False,False,True,False,False,False,False,False
3831,Unprovoked,Swimming,M,10,"FATAL, calf bitten, other leg severed below knee",Y,Possibly a bronze whaler shark,Injured,Regular Shark,False,True,False,False,False,False,False,False,False,False,False,False
3832,Unprovoked,Swimming along a row of nets,M,,Torso lacerated,N,1.2 m  [4'] shark,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
3833,Provoked,Swimming,M,15,"Mistook shark's tail for kelp & grabbed it, legs abraded by shark's fins PROVOKED INCIDENT",N,1.8 m [6'] shark,Injured,Regular Shark,False,True,False,False,False,False,False,False,False,False,False,False
3834,Unprovoked,Fishing for snappers & cleaning mullet. Put mullet over side of boat to wash it,M,,Middle finger of right hand lacerated,N,3.7 m [12'] shark,Injured,Regular Shark,False,False,False,False,True,False,False,True,False,False,False,False
3835,Unprovoked,Swimming,M,22,"FATAL, calf bitten twice",Y,,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
3836,Unprovoked,Treading water,M,13,"FATAL, tissue removed from thigh, femoral artery severed ",Y,"White shark, 3 m ",Injured,White Shark,False,False,False,True,False,False,False,False,False,False,False,False
3837,Unprovoked,Swimming,M,35,Shin bitten,N,60 cm  shark ,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
3838,Boat,Fishing,,,,UNKNOWN,,Injured,Regular Shark,,,,,,,,,,,,
3839,Unprovoked,Swimming outside fishing net,M,,"FATAL, shoulder & thigh bitten ",Y,,Injured,Regular Shark,False,False,False,True,False,False,False,False,False,False,True,False
3840,Unprovoked,Splashing ,M,18,"Left hand injured: gash on back of hand, toothmarks on palm",N,1.5 m [5'] shark,Injured,Regular Shark,False,False,False,False,True,False,False,False,False,True,False,False
3841,Unprovoked,,M,16,,UNKNOWN,,Injured,Regular Shark,,,,,,,,,,,,
3842,Provoked,Spearfishing,M,19,Suffered from shock & immersion after being dragged underwater  by speared shark PROVOKED INCIDENT,N,"Bronze whaler shark,  3m [10'] ",Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
3843,Invalid,"Fishing, slipped on rocks & fell into sea",M,40,Possible drowning / post mortem scavenging by Zambesi shark,,Shark involvement prior to death was not confirmed,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
3845,Unprovoked,Spearfishing,M,44,Shark struck him on shoulder injuring skin under suit,N,,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,True,False
3846,Unprovoked,Spearfishing / Scuba diving (at surface),M,29,Buttock bitten & major leg wound,N,"White shark, 4 m [13'] ",Injured,White Shark,False,True,False,False,False,False,False,False,False,False,False,False
3847,Provoked,Spearfishing,,,Speared shark bit gunwale of boat as it was being hauled onboard PROVOKED INCIDENT,N," Grey nurse shark,  3 m [10'] ",Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
3848,Unprovoked,Surfing,M,19,Dorsum of foot lacerated & toe severed,N,"Bronze whaler shark, 2.1 m [7'] shark",Injured,Regular Shark,False,False,False,False,False,False,True,False,False,False,False,True
3850,Unprovoked,Spearfishing,M,24,Left leg & buttocks bitten,N,White shark,Injured,White Shark,False,True,False,False,False,False,False,False,False,False,False,False
3851,Unprovoked,Surf fishing,F,54,Right foot lacerated ,N,"36""  shark",Injured,Regular Shark,False,False,False,False,False,False,True,False,False,False,False,False
3853,Invalid,Swimming,M,25,"Remains recovered from 10' shark, but shark involvement prior to death unconfirmed",,Shark involvement prior to death was not confirmed,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
3856,Boat,Fishing,,,Shark rammed boat 5 times & holed it,N,,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
3858,Unprovoked,Fishing with hand net in 2' of water,M,57,"2.5"" laceration on right hand",N,1.8 m [6'] shark,Injured,Regular Shark,False,False,False,False,True,False,False,False,False,False,False,False
3859,Unprovoked,Dangling feet in the water,F,,Feet severed,N,,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
3860,Unprovoked,,,,FATAL,Y,,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
3861,Unprovoked,Diving,M,,Right leg bitten,N,,Injured,Regular Shark,False,True,False,False,False,False,False,False,False,False,False,False
3862,Unprovoked,Standing,F,18,"FATAL, right arm severed at shoulder, left hand severed, right thigh bitten & surgically amputated.  Died  day after the attack",Y,3 m [10'] shark,Injured,Regular Shark,True,False,False,True,True,False,False,False,False,False,True,False
3863,Unprovoked,Standing,M,24,"Hand bitten, surgically amputated",N,3 m [10'] shark,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
3864,Unprovoked,Treading water,M,18,Lower right leg & ankle bitten,N,Zambesi shark,Injured,Regular Shark,False,True,False,False,False,False,False,False,False,False,False,False
3867,Unprovoked,Bathing,M,20,His left leg was severely bitten,N,,Injured,Regular Shark,False,True,False,False,False,False,False,False,False,False,False,False
3868,Unprovoked,"Surfing, pushing board ashore",M,22,"FATAL, right wrist and hand bitten, left leg severed above knee ",Y,Next morning a 3 m [10'] shark was caught that had Andrews' leg in its gut,Injured,Regular Shark,False,True,False,False,True,False,False,False,False,False,False,False
3869,Unprovoked,Swimming with other crew near wharf,M,17,Right thigh and leg lacerated,N,1.8 m [6'] shark,Injured,Regular Shark,False,True,False,True,False,False,False,False,False,False,False,False
3870,Invalid,,,,"Bodies of  hurricane victims bitten by shoals of sharks, post mortem scavenging",,Shark involvement prior to death was not confirmed,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
3871,Unprovoked,Gathering shells,M,,Right leg severed,N,,Injured,Regular Shark,False,True,False,False,False,False,False,False,False,False,False,False
3872,Invalid,Swimming,M,45,"Skeletonized, but shark involvement may have occurred after death.",,Shark involvement prior to death was not confirmed,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
3874,Unprovoked,,M,45,"FATAL. His body washed ashore, presumed shark attack",Y,,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
3875,Provoked,,M,16,Foot & lower leg abraded and lacerated when he kicked the shark PROVOKED INCIDENT,N,,Injured,Regular Shark,False,True,False,False,False,False,False,False,False,False,False,False
3876,Unprovoked,Swimming,M,19,"FATAL, hand severed & legs bitten  ",Y,White shark,Injured,White Shark,False,True,False,False,True,False,False,False,False,False,False,False
3877,Provoked,Fishing,M,42,PROVOKED INCIDENT Right hand severed by hooked shark,N,,Injured,Regular Shark,False,False,False,False,True,False,False,False,False,False,False,False
3878,Unprovoked,"Survived US Naval aircraft crash, climbing onboard rescue vessel when he fell back into sea ",M,22,Right shoulder blade  & back lacerated,N,"Oceanic whitetip shar,; identified by Dr. W.C. Schoeder on photograph & Dr. L.P. L. Schultz on sketch by observer",Injured,White Shark,False,False,False,False,False,False,False,False,False,True,True,False
3879,Unprovoked,"Free diving, surveying a pipeline & examing cathodes under jetty",M,,"3"" cut on sole of foot",N,1.5 m to 1.8 m  [5' to 6'] shark,Injured,Regular Shark,False,False,False,False,False,False,True,False,False,False,False,False
3880,Provoked,Fishing,M,33 & 37,Left foot & right hand bitten by netted shark PROVOKED INCIDENT,N,1 m shark,Injured,Regular Shark,False,False,False,False,True,False,True,False,False,False,False,False
3881,Invalid,Attaching a line at sea,,,Shark involvement prior to death unconfirmed,,Shark involvement prior to death was not confirmed,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
3882,Unprovoked,Swimming,M,16,"Foot, leg  & groin lacerated",N,"White shark, 4 m [13'] ",Injured,White Shark,False,True,False,False,False,False,False,False,False,False,False,False
3883,Unprovoked,Wading,M,19,"Right arm bitten. Left leg bitten, surgically amputated ",N,White shark,Injured,White Shark,True,True,False,False,False,False,False,False,False,False,False,False
3884,Unprovoked,Spearfishing,M,22,Right hand lacerated,N,"Blacktip shark, 1.8 m to 2.1 m [6' to 7'] ",Injured,Regular Shark,False,False,False,False,True,False,False,False,False,False,False,False
3885,Unprovoked,"Net fishing, picking catch from the net",M,38,Hand bitten,N,2.4 m [8'] shark,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
3886,Provoked,"Fishing, two large sharks passed. He speared one and it bit him",M,,Thigh lacerated PROVOKED INCIDENT,N,,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
3887,Provoked,Spearfishing,M,57,Puncture wound on right shin & fingers lacerated by speared shark PROVOKED INCIDENT,N,"43"" shark",Injured,Regular Shark,False,False,False,False,False,False,False,True,False,False,False,False
3888,Unprovoked,Swimming,M,16,Left leg injured,N,,Injured,Regular Shark,False,True,False,False,False,False,False,False,False,False,False,False
3890,Unprovoked,Spearfishing,M,21,Foot bitten,N,"White shark, 4.5 m ",Injured,White Shark,False,False,False,False,False,False,False,False,False,False,False,False
3891,Provoked,Fishing (trolling)  from canoe,M,10,"FATAL, hooked shark pulled him into the water PROVOKED INCIDENT",Y,,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
3892,Unprovoked,Scuba diving & spearfishing ,M,23,"FATAL, arm severed & left side of torso removed ",Y,,Injured,Regular Shark,True,False,False,False,False,False,False,False,False,False,False,False
3893,Unprovoked,Standing,M,25,Lacerations to left leg,N,,Injured,Regular Shark,False,True,False,False,False,False,False,False,False,False,False,False
3895,Unprovoked,Spearfishing,M,,Minor injuries to arm,N,,Injured,Regular Shark,True,False,False,False,False,False,False,False,False,False,False,False
3896,Provoked,"Fishing, speared shark upset canoe & man fell in water",M,19,"Left thigh severely bitten, but he regained  the canoe, then shark bit canoe PROVOKED INCIDENT",N,2.7 m [9']shark,Injured,Regular Shark,False,False,False,True,False,False,False,False,False,False,False,False
3898,Unprovoked,Collecting dynamited fish,M,,Thumb & 2 fingers severed,N,,Injured,Regular Shark,False,False,False,False,False,False,False,True,False,False,False,False
3899,Unprovoked,Walking in chest-deep water,M,52,Middle finger of left hand & right forearm lacerated,N,"Hammerhead shark, 500-llb ",Injured,Regular Shark,True,False,False,False,True,False,False,True,False,False,False,False
3901,Invalid,Splashing ,M,10,Abdomen abraded,,Shark involvement not confirmed,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
3902,Provoked,Spearfishing,M,,Speared shark bit Davy's ankle &  Pierpont's right leg  PROVOKED INCIDENT,N,"Wobbegong shark, 1.4 m [4'6""] ",Injured,Regular Shark,False,True,False,False,False,False,False,False,False,False,False,False
3903,Unprovoked,Swimming,M,37,"Multiple injuries to both hands, left leg & foot",N,Zambesi shark,Injured,Regular Shark,False,True,False,False,True,False,True,False,False,False,False,False
3904,Provoked,Diving,M,,Shark bit swimfin after diver kicked shark PROVOKED INCIDENT,N,"2 m  ""yellow belly"" captive shark. Shark destroyed by aquarium staff next day",Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
3905,Unprovoked,Spearfishing,M,22,Thigh bitten,N,"Tiger shark, 3 m [10']",Injured,Tiger Shark,False,False,False,False,False,False,False,False,False,False,False,False
3906,Provoked,Spearfishing,M,21,Speared shark bit his foot  PROVOKED INCIDENT,N,"Wobbegong shark, O. barbatus,  1.8 m [6'], identified by G.P. Whitley",Injured,Regular Shark,False,False,False,False,False,False,True,False,False,False,False,False
3907,Unprovoked,"Checking fish traps, fell into the water",M,40,Tiny cuts & bruises on neck  ,N," ""gummy"" shark (Rhizoprionodon or Loxodon) 1.2 m [4']",Injured,Regular Shark,False,False,False,False,False,False,False,False,True,False,False,False
3908,Unprovoked,"Swimming, using bundles of sticks as raft",M,38,"FATAL, extensive abdominal wounds, died 4 days later  ",Y,Zambesi shark,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
3909,Sea Disaster,Cargo ship Dara sank after collision with another ship during a severe storm,,,Some of the survivors said to have been bitten by sharks,Y,,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
3911,Provoked,Spearfishing,M,,Speared shark bit his arm & seat of pants of diving suit  PROVOKED INCIDENT,N,"Wobbegong shark, 1.4 m [4.6'] ",Injured,Regular Shark,True,False,False,False,False,False,False,False,False,False,False,False
3912,Unprovoked,Spearfishing,M,24,"Shark took his entire catch, lacerated his knee and tore his wet suit as it brushed past him",N,"Bronze whaler shark, 2.4 m [8'] Identified by Clyde Buttery",Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
3913,Unprovoked,Swimming,M,24,"Abdomen & arm bitten. Shark, holding him by the arm, leapt 4' to 5' above the surface",N,3 m [10'] shark,Injured,Regular Shark,True,False,False,False,False,False,False,False,False,False,False,False
3914,Provoked,Fishing from dinghy,F,,Hooked shark hauled on board bit her foot PROVOKED INCIDENT,N,,Injured,Regular Shark,False,False,False,False,False,False,True,False,False,False,False,False
3915,Unprovoked,Spearfishing,M,21,Left leg bitten  & left forearm lacerated,N,"White shark, 3.7 m [12'] ",Injured,White Shark,True,True,False,False,False,False,False,False,False,False,False,False
3916,Unprovoked,Free diving,M,33,Right elbow bitten,N,"Grey reef shark, 1.8 m [6'] grey reef shark, identified by Dr. L.P. L. Schultz based on photographs; identified as C. melanopterus by Stewart",Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
3917,Provoked,Fishing,M,44,Landed shark in boat bit his left leg  PROVOKED INCIDENT,N,"Zambesi shark, 4'9""",Injured,Regular Shark,False,True,False,False,False,False,False,False,False,False,False,False
3918,Unprovoked,Floating on back,M,,Right forearm bitten,N,,Injured,Regular Shark,True,False,False,False,False,False,False,False,False,False,False,False
3919,Provoked,Cleaning a tank,M,30,Thumb lacerated by captive shark PROVOKED INCIDENT,N,,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
3920,Unprovoked,Standing,F,,"Ankle bitten by small gummy shark, minor injury",N,"2' ""banjo shark""",Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
3921,Unprovoked,,M,,FATAL,Y,,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
3922,Unprovoked,"Spearfishing, shark grabbed his white t-shirt and towed him ",M,27,Torso bruised & abraded ,N,1.5 m [5'] shark,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
3923,Unprovoked,Swimming,M,14,"FATAL, multiple injuries to both legs, feet & left arm  ",Y,"2.1 m [7'], 90-kg shark",Injured,Regular Shark,True,True,False,False,False,False,True,False,False,False,False,False
3925,Invalid,,M,,Considered a doubtful incident,,Questionable incident,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
3927,Unprovoked,Swimming,M,15,Left thigh bitten ,N,White shark,Injured,White Shark,False,False,False,True,False,False,False,False,False,False,False,False
3928,Provoked,Collecting aquarium specimens,M,27,Right calf  bitten by lassoed shark on deck of surf ski PROVOKED INCIDENT,N,"Wobbegong shark, 1.5 m [5'] ",Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
3929,Unprovoked,Standing,M,13,"Right foot, leg and hand bitten",N,"White shark, based on bite pattern",Injured,White Shark,False,True,False,False,True,False,True,False,False,False,False,False
3930,Sea Disaster,Pacific Seafarer of US Navy,,,"3 were lost, 3 survived",Y,,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
3931,Provoked,Fishing,M,,Finger bitten by hooked shark PROVOKED INCIDENT,N,"Hammerhead shark, 1.8 m [6'] ",Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
3932,Unprovoked,Swimming,M,,Leg bitten ,N,Six Zambesi sharks seen to 1.5 m [5'] in length,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
3933,Unprovoked,Standing,M,25 or 28,"Lower left leg bitten, abrasions on back of right leg",N,,Injured,Regular Shark,False,True,False,False,False,False,False,False,False,True,False,False
3934,Invalid,,,,Human remains (patella & remnants of black swim suit) found in 147-kg raggedtooth shark,,Shark involvement prior to death was not confirmed,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
3937,Unprovoked,Taking boat from California to Florida when it ran aground & he was swimming back to boat,M,,Leg bitten,N,1.8 m [6'] shark,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
3938,Unprovoked,Spearfishing,,,Arm injured,N,,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
3939,Unprovoked,Free diving for molluscs,M,20,FATAL,Y,> 3 m shark,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
3940,Sea Disaster,Light aircraft ditched at sea,,,3 of the 4 passengers killed by sharks,Y,,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
3941,Unprovoked,Swept out to sea while net fishing,M,,"FATAL  Shark seen attacking Riley, body recovered off Nanakuli",Y,,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
3942,Unprovoked,,F,27,"Shark brushed past, minor injuries if any", N,3 m [10'] shark,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
3943,Unprovoked,Swimming,M,25,"FATAL, legs severed ",Y,"White shark, 3 m [10'], tooth fragment from wounds identified as that of a white shark",Injured,White Shark,False,True,False,False,False,False,False,False,False,False,False,False
3944,Unprovoked,"Fishing, when line became snagged on rock & he dived into water to free it ",M,33,Left thigh lacerated, N,"Grey nurse shark, 1m ",Injured,Regular Shark,False,False,False,True,False,False,False,False,False,False,False,False
3945,Unprovoked,Fishing,M,,Bitten & survived,N,"Bull shark, 1m ",Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
3946,Unprovoked,Swimming,M,41,Right shoulder lacerated, N,3' shark,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,True,False
3947,Invalid,"Fell overboard, prop slashed arm",F,51,"FATAL, probable drowning & post mortem scavenging",,Shark involvement prior to death was not confirmed,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
3948,Provoked,Chasing shark out of bathing area while riding on a surf-ski,M,17,"Shark knocked him off surf-ski, he inhaled water & had to be resuscitated PROVOKED INCIDENT", N,,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
3949,Unprovoked,"Spearfishing, speared fish retreated to cave where shark grabbed his arm",M,24,Scratches on right upper arm, N,"Wobbegong shark, 1.8 m [6'] ",Injured,Regular Shark,True,False,False,False,False,False,False,False,False,False,False,False
3951,Provoked,,M,,Left wrist bitten by netted shark placed in bottom of dinghy PROVOKED INCIDENT, N,"1.4 m [4'6""] blacktip shark",Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
3952,Unprovoked,Fishing,M,,"FATAL, severely bitten genitals & thighs ",Y,,Injured,Regular Shark,False,False,False,True,False,False,False,False,False,False,False,False
3955,Invalid,Fishing,M,24,"Swept off rocks & presumed to have drowned, shark seen in area",,Shark involvement not confirmed,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
3956,Unprovoked,Collecting shells,M,26,Injuries to leg & foot, N,,Injured,Regular Shark,False,True,False,False,False,False,True,False,False,False,False,False
3957,Sea Disaster,Cargo ship El Gamil entroute Suez to Yemen (Aden) when her cargo shifted and she sank. 19 Egyption sailors jumped into the water and swam for several hours before being bitten by sharks,M,,"Sharks attacked sailors in the water, several survivors picked up",Y,,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
3958,Invalid,Diving,M,,"Apparently went missing while diving. Helicopter searching for him spotted school of sharks attacking a ""white object"" 15' below the surface",,Questionable incident,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
3959,Boat,Fishing,,,"Shark rammed boat, breaching its hull",N,"White shark, 18 mm tooth fragment  recovered from the hull",Injured,White Shark,False,False,False,False,False,False,False,False,False,False,False,False
3961,Provoked,Fishing inside net,M,,"Multiple superficial lacerations of leg, arm & hand PROVOKED INCIDENT",N,"2.4 m [8'], 600-lb shark",Injured,Regular Shark,True,True,False,False,True,False,False,False,False,False,False,False
3962,Sea Disaster,R5D aircraft went down with 29 on board,M,,One body sighted but not recovered due to shark activity,N,,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
3966,Unprovoked,Swimming 3 miles offshore,M,25,Right leg severely lacerated,N,,Injured,Regular Shark,False,True,False,False,False,False,False,False,False,False,False,False
3967,Sea Disaster,Air disaster: crash of Air France Super Constellation ,,,All 63 on board perished when the aircraft hit the water. Sharks hampered retrieval of bodies,Y,,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
3968,Invalid,Aircraft crashed into sea,M,,"Partial human remains spotted by helicopter, shark involvement, if any, may have been post-mortum",,Shark involvement prior to death was not confirmed,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
3969,Unprovoked,Free diving,M,38,Superficial laceration of left arm,N,,Injured,Regular Shark,True,False,False,False,False,False,False,False,False,False,False,False
3970,Unprovoked,Free-diving,M,,Lost left arm,N,,Injured,Regular Shark,True,False,False,False,False,False,False,False,False,False,False,False
3971,Unprovoked,,M,14,Knee ripped to bone,N,,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
3972,Unprovoked,Standing in knee-deep water,M,24,"Lower right leg bitten, surgically amputated 10 days later",N,,Injured,Regular Shark,False,True,False,False,False,False,False,False,False,False,False,False
3973,Invalid,boat with 46 people on board capsized,,,1  survivor,,Shark involvement not confirmed,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
3974,Provoked,Holding shark on leader & dangling it above the water,M,15,Right hand bitten by hooked shark PROVOKED INCIDENT,N,"Lemon shark, 1164 mm, immature male, identified by  V.G. Springer",Injured,Regular Shark,False,False,False,False,True,False,False,False,False,False,False,False
3975,Provoked,Helping angler land a shark,M,25,Arm lacerated elbow to wrist PROVOKED INCIDENT,N,80-lb hooked shark,Injured,Regular Shark,False,False,False,False,False,False,False,False,False,False,False,False
